status,key,rule,path,line,category,probability,message
"pending","AZwwyFfA0qvqV_CtK2PF","githubactions:S7636",".github/workflows/analysis.yml","40","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFfA0qvqV_CtK2PG","githubactions:S7636",".github/workflows/analysis.yml","102","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFfA0qvqV_CtK2PH","githubactions:S7636",".github/workflows/analysis.yml","104","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFfA0qvqV_CtK2PI","githubactions:S7636",".github/workflows/analysis.yml","182","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFfA0qvqV_CtK2PJ","githubactions:S7636",".github/workflows/analysis.yml","184","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2O8","githubactions:S7636",".github/workflows/build.yml","49","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2O9","githubactions:S7636",".github/workflows/build.yml","51","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2O_","githubactions:S7636",".github/workflows/build.yml","339","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2PA","githubactions:S7636",".github/workflows/build.yml","341","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2PB","githubactions:S7636",".github/workflows/build.yml","536","others","LOW","Avoid expanding secrets in a run block."
"pending","AZwwyFe10qvqV_CtK2PC","githubactions:S7636",".github/workflows/build.yml","538","others","LOW","Avoid expanding secrets in a run block."
"pending","AZ6kqmM7OMiYihiGkbUb","githubactions:S7636",".github/workflows/docs.yml","49","others","LOW","Avoid expanding secrets in a run block."
"pending","AZ6kqmM7OMiYihiGkbUc","githubactions:S7636",".github/workflows/docs.yml","51","others","LOW","Avoid expanding secrets in a run block."
"pending","AZ6v2Kk0G00uNmChByDo","githubactions:S7637",".github/workflows/build.yml","55","others","LOW","Use full commit SHA hash for this dependency."
"pending","AZwwyFe10qvqV_CtK2O-","githubactions:S7637",".github/workflows/build.yml","146","others","LOW","Use full commit SHA hash for this dependency."
"pending","AZ6kqmM7OMiYihiGkbUd","githubactions:S7637",".github/workflows/docs.yml","55","others","LOW","Use full commit SHA hash for this dependency."
